id,txnRefNumber,amount,type
8823,u6bf4bb4b,568.39,sale
8824,uc30834eb,381.85,refund
8825,u7f168054,304.51,sale
8826,u49539825,328.44,refund
8827,u39f286d3,216.68,refund
8828,ud50fbd4f,741.77,sale
8829,u04e4d44c,955.44,sale
8830,u54a13bec,539.54,sale
8831,u3869d883,180.51,sale
8832,u926a8a07,869.16,sale
8833,u4a504b64,270.62,refund
8834,u5ebdb8cc,607.28,refund
8835,u79f1c1a7,789.49,sale
8836,u99b53dea,584.09,sale
8837,u158e6c08,902.78,refund
8838,u13a5ce21,156.9,refund
8839,ud3f7a9af,530.16,sale
8840,ud6b12f50,530.8,sale
8841,ud991c7fb,780.95,refund
8842,u845da641,319.87,refund
8843,uc43c48ce,505.95,refund
8844,u7eba1a94,165.73,sale
8845,u059ddc00,861.8,sale
8846,u6542e8c6,396.62,sale
8847,ue4ab3537,544.14,sale
8848,uca2c2a0a,469.95,sale
8849,ue0e9ae59,155.09,refund
8850,u4709c7c0,183.11,refund
8851,u4ec77375,616.92,sale
8852,ufd7c8021,897.07,sale
8853,u68088a72,10.33,refund
8854,u70c16722,801.56,refund
8855,u07ed67a6,137.76,refund
8856,ue4f20470,705.58,sale
8857,u316acee1,943.59,refund
8858,u3d0fa32c,443.65,refund
8859,u62cfc8fd,885.06,sale
8860,u6daef8eb,550.97,sale
8861,u5c4feafb,426.16,sale
8862,u9c7a9e18,279.62,sale
8863,uae9d5334,490.12,refund
8864,ue4c43b4e,219.4,sale
8865,uedfa0088,404.2,refund
8866,u57f25e41,912.03,sale
8867,u1c536721,833.58,refund
8868,u3a42993e,830.41,sale
8869,u92ee0484,288.86,sale
8870,ue53285de,510.52,sale
8871,u821e0092,872.3,refund
8872,ud3da518a,537.13,sale
8873,u86fc27dc,406.11,refund
8874,u79c070f0,550.74,refund
8875,u3afeec3c,759.19,sale
8876,u13afe5e1,981.86,sale
8877,u6b51e41a,808.39,refund
8878,u46e866ba,45.39,refund
8879,uc0c1a138,644.15,refund
8880,u24631887,927.35,sale
8881,u6ab65d03,610.03,refund
8882,uc9c80a1c,201.79,refund
8883,ue11807a9,939.88,refund
8884,uc47744e2,899.96,refund
8885,ub8319b59,618.43,refund
8886,u5400128b,40.36,sale
8887,uf210c00e,863.9,refund
8888,u62b732f4,87.45,refund
8889,u29d607a2,216.02,refund
8890,ud90da345,626.32,refund
8891,u6278ae0c,969.67,sale
8892,u98523f53,778.97,sale
8893,ucff56ad5,917.54,sale
8894,uf73fe474,624.71,sale
8895,ufc4dedc4,30.92,sale
8896,u750b3ebd,500.84,sale
8897,ucd30d7a3,830.4,sale
8898,u7b7aa36e,485.96,sale
8899,u2ea4f50f,842.41,refund
8900,u83afd7b7,434.75,sale
8901,u185742cc,812.82,sale
8902,ude24389c,291.51,sale
8903,u0900a80a,47.5,refund
8904,u4949a8e3,269.52,sale
8905,ue2fd1d77,155.66,sale
8906,u5a5dab5f,795.14,sale
8907,u470dcee9,618.41,refund
8908,u5719eaae,220.74,refund
8909,ub37c1d41,602.67,refund
8910,u793e72a4,109.75,sale
8911,ueccfd1cb,29.64,sale
8912,ub6b8e4ad,270.33,sale
8913,uf22b37a8,354.82,sale
8914,uf21e3113,670.12,sale
8915,u6335cd98,303.26,refund
8916,ua194d3c0,22.39,refund
8917,uba58a05d,917.77,sale
8918,ueaecffcf,71.09,refund
8919,u2c9586c9,14.11,sale
8920,uff9c0f1a,846.46,refund
8921,ue222a736,892.63,refund
8922,u3c0fbe89,907.81,refund
8923,u4aa0fb75,244.45,sale
8924,u0ccab55f,87.21,refund
8925,u2fb60d88,249.53,sale
8926,ufd99f63a,939.83,refund
8927,ua917f2ef,62.57,sale
8928,uec61d1ce,209.41,refund
8929,u21334646,748.17,refund
8930,u94d46af7,938.37,refund
8931,ub5b9cda0,401.95,refund
8932,ubd94b642,158.7,sale
8933,u37abc832,17.76,sale
8934,u95bc7b4b,863.62,refund
8935,uf9a2c6a5,642.72,refund
8936,u6e724403,943.81,sale
8937,u84efcac3,664.46,sale
8938,ua15fa8b5,131.59,sale
8939,u861742de,731.09,sale
8940,u9c32695a,127.86,sale
8941,uc5e3e50d,587.1,refund
8942,u26ef8cdb,175.97,refund
8943,u6898d01c,898.96,refund
8944,u7e19bd31,808.83,refund
8945,u53a52885,991.81,refund
8946,u8bdc1b4a,826.25,refund
8947,uf784cabb,522.69,refund
8948,u2262ac0c,695.68,refund
8949,ud453475a,112.21,refund
8950,u468e0cf9,449.87,sale
8951,u1668846d,166.08,refund
8952,ufc3b49db,414.9,refund
8953,ud623d41f,758.49,refund
8954,u328abe5b,951.01,refund
8955,u04251176,984.19,refund
8956,uf677f896,345.19,refund
8957,ub7e8bb2e,159.21,sale
8958,u84d81b9c,185.14,refund
8959,uf8f16cac,442.0,sale
8960,uf85f565f,265.48,refund
8961,ucfd097e1,605.03,refund
8962,u899df6e2,467.95,refund
8963,u022e5c9f,64.58,sale
8964,u3d497aa6,420.13,refund
8965,u27ad808e,796.09,refund
8966,uc73fee76,332.87,refund
8967,uffb16c01,717.73,sale
8968,u79034385,750.0,refund
8969,u603b707e,625.73,refund
8970,u538357fb,92.8,sale
8971,uc8a0d108,797.65,sale
8972,u4feb92ea,892.55,sale
8973,ud4aee3ba,413.44,sale
8974,ub96f6d6f,456.55,sale
8975,uf7f8980f,822.01,refund
8976,u46b6d157,118.09,sale
8977,u559355cd,618.51,refund
8978,ucec63f22,613.67,sale
8979,uf95d515a,555.04,sale
8980,ub71544a0,596.66,refund
8981,u32724dc3,960.92,refund
8982,u3ad46fac,333.62,sale
8983,u419f420d,775.25,refund
8984,u74a74902,816.96,refund
8985,u39d19710,570.5,sale
8986,u006efb93,667.16,sale
8987,ua4e8f149,537.72,sale
8988,u5fe6919b,481.71,refund
8989,u1b7cdb0a,274.35,refund
8990,ub70282df,809.4,sale
8991,u283b8c38,506.39,refund
8992,u5f64a5fb,871.04,refund
8993,uf6dec62c,294.75,sale
8994,u13d50205,426.24,sale
8995,u24707a8c,133.81,sale
8996,u5d9c9533,202.87,refund
8997,u418ef3bb,475.62,sale
8998,uc28c7abc,747.85,sale
8999,u6a8d7fc5,522.06,refund
9000,u50fd6f5c,891.25,sale
9001,uc2af299b,598.61,refund
9002,u6c26a8e9,949.64,sale
9003,uf697ad07,84.49,refund
9004,ub6b53642,117.21,sale
9005,u84199ce0,29.55,refund
9006,u58284cab,743.65,refund
9007,u01bd45c3,82.25,refund
9008,ub532be88,141.51,refund
9009,u15f708dc,118.52,refund
9010,ud3485e1f,369.61,refund
9011,u78621b1d,894.7,refund
9012,u81e752f2,682.26,sale
9013,u2fb90180,417.8,refund
9014,u9d86868a,300.52,sale
9015,u66cf3757,978.93,sale
9016,uca50e210,238.9,refund
9017,u7cea596a,492.08,sale
9018,u0fd4cdad,815.12,refund
9019,u95bd9c67,315.93,sale
9020,u208d38cc,473.04,sale
9021,u7e8e518e,2.56,sale
9022,ufcd035ca,22.31,sale
9023,u5441c208,749.21,refund
9024,uc87680a2,231.61,sale
9025,u44015f43,550.67,refund
9026,ub4c09ceb,741.34,sale
9027,u03bfa623,963.29,sale
9028,uc8b30bf2,169.65,sale
9029,uf31c3619,853.38,sale
9030,u793d8787,916.04,sale
9031,u5ff4ab93,399.69,sale
9032,u63611493,52.75,refund
9033,u272cefc7,362.82,refund
9034,u0b6d62cb,352.5,refund
9035,u771644c9,931.28,sale
9036,ube822d7c,357.81,refund
9037,u27c83eda,754.21,sale
9038,uc292e38b,686.61,sale
9039,u4456ab90,846.98,refund
9040,uc64c223d,566.48,sale
9041,uefb537ea,300.5,sale
9042,ud2a892ec,679.09,refund
9043,ud6e23199,54.09,refund
9044,u8e768ec3,594.05,sale
9045,u2d30ba63,292.99,refund
9046,u054b5a0a,570.4,refund
9047,u6ff76336,423.24,refund
9048,u2fc823ad,878.77,sale
9049,uf4ce6329,442.48,refund
9050,ua25093ab,709.78,sale
9051,u456fbac7,267.97,sale
9052,u66fb0858,506.5,sale
9053,u9d7172b8,663.35,refund
9054,ue7903be1,807.48,sale
9055,udfa919df,316.0,refund
9056,u2301984d,224.54,refund
9057,ucc502f26,688.55,refund
9058,u70acc218,368.48,sale
9059,u2784d43c,240.63,refund
9060,u91e45f89,788.58,sale
9061,ubf784c84,222.59,sale
9062,ub0161f14,1.54,refund
9063,ud4fbbdd5,206.88,refund
9064,u7b1e96b7,531.28,sale
9065,ue23a0bba,969.72,sale
9066,u57d2fbc3,216.94,refund
9067,u173e0884,266.29,sale
9068,ubf43efe5,972.31,sale
9069,u695b3eea,990.45,sale
9070,u4d50418a,176.65,refund
9071,uaf48dc51,382.74,refund
9072,u91e63ad7,174.42,refund
9073,u300e204e,978.18,sale
9074,uea61a51a,190.61,sale
9075,u208bce38,249.63,sale
9076,u78c1c801,943.76,sale
9077,u134cf4b0,644.56,refund
9078,uadbe09ce,556.35,sale
9079,u969b9b3e,727.65,sale
9080,u687d6d7b,253.45,refund
9081,u15dbe3e8,824.98,refund
9082,uc305931d,382.49,sale
9083,u2823d283,483.79,refund
9084,u880082fe,367.86,sale
9085,u4118aeac,285.57,refund
9086,u5d0bc2d2,162.76,sale
9087,u4d4dbf27,94.07,sale
9088,u4f461dcf,124.3,sale
9089,uaba7e5b4,123.75,refund
9090,uadb52a9b,547.0,refund
9091,uce888a05,548.11,refund
9092,u3e1a8bc8,915.68,sale
9093,u87739287,430.13,sale
9094,u32f4cfa6,655.03,refund
9095,u839d567c,564.23,refund
9096,u24b6b058,671.51,sale
9097,ue27e1726,227.26,sale
9098,ucce3ea73,297.13,sale
9099,ud062877a,139.31,sale
9100,u5d0b6dae,627.48,refund
9101,ucf711ba8,478.08,refund
9102,uec5c74c6,985.24,sale
9103,u0498f008,68.62,sale
9104,udb3345e5,10.91,sale
9105,u935d6fda,820.71,refund
9106,u2c32f06f,355.84,refund
9107,u79a032a7,362.11,refund
9108,ub426f41a,586.52,refund
9109,u39b0b95a,260.05,sale
9110,ub5cc6e8f,497.78,sale
9111,u68cb40ed,593.3,refund
9112,u7b4e5b53,652.29,sale
9113,udfe3fe27,730.3,sale
9114,u65b57704,488.06,refund
9115,ud795788f,998.28,refund
9116,u4708a449,679.16,refund
9117,u85a4dfdf,762.03,refund
9118,u0d784688,341.58,refund
9119,ud23a028a,916.48,refund
9120,u9ceabeaa,416.13,sale
9121,u3666db69,578.49,refund
9122,u7166cd51,566.28,sale
9123,u8f93b303,204.51,sale
9124,ucca29a20,861.15,sale
9125,u1a6cd6ee,175.52,sale
9126,ub1a904a2,658.51,sale
9127,u8264625c,632.99,refund
9128,ucdf78f74,565.51,refund
9129,uca5991ea,358.72,refund
9130,u306fa6a8,974.39,sale
9131,ucd458f25,252.42,sale
9132,ub54327f4,965.83,sale
9133,uc6383a04,44.16,sale
9134,u33e4ab3e,606.39,refund
9135,uad98ea55,920.04,refund
9136,u40f35a8d,726.63,refund
9137,u9922e4db,160.02,sale
9138,u338dbc4f,35.99,refund
9139,ude5315f8,793.57,refund
9140,u86e9554d,158.67,sale
9141,u6cdddf57,477.3,refund
9142,u14ff6441,74.78,refund
9143,uc67cb991,394.66,refund
9144,u391876bb,591.29,refund
9145,ud46156f5,137.69,refund
9146,u8b67d329,771.76,refund
9147,u1e8662a3,646.2,sale
9148,u45407953,66.45,refund
9149,ue3c1e1de,207.61,refund
9150,ubf324865,408.66,sale
9151,u7e4ec16a,87.52,refund
9152,ub9a2b028,239.67,sale
9153,u5ac5fed2,495.48,refund
9154,uc6cbe4d3,838.7,refund
9155,ufeaa1b71,379.43,sale
9156,u66d6a496,912.82,refund
9157,u559e64b1,322.44,sale
9158,uc70e35f1,62.06,refund
9159,u18d9543f,758.66,sale
9160,u9b450f4f,955.59,refund
9161,u17138f62,745.89,sale
9162,u4507fb36,789.92,refund
9163,u2674a929,621.72,sale
9164,u9d158be4,153.61,refund
9165,uddd3a11a,76.52,refund
9166,u7a1ce01c,487.13,sale
9167,uaa3d6efa,174.82,refund
9168,u93ba46e6,994.24,sale
9169,u0bb7efc6,570.54,sale
9170,u6a559bd9,809.46,refund
9171,u8a81b873,265.8,sale
9172,u34b9efbf,36.37,refund
9173,u3292f147,108.72,refund
9174,u7ea518ed,950.58,refund
9175,uc6e00798,871.09,sale
9176,u88cec1f4,432.16,refund
9177,u6f0b3f55,796.79,refund
9178,u7e05cdd3,801.24,sale
9179,u85463d85,632.23,refund
9180,uca49a3f6,235.27,refund
9181,u1ca2195d,421.72,refund
9182,u6fdfd3fb,526.53,refund
9183,u08f1d580,69.37,sale
9184,u396003ac,301.27,refund
9185,u58ad1a4d,275.4,sale
9186,uab3081ff,754.01,sale
9187,u45151641,25.18,sale
9188,u256168d0,902.42,refund
9189,u5abcf72b,765.07,sale
9190,u57e23f5f,172.51,sale
9191,u550044ce,58.82,sale
9192,u77bfbb43,944.3,sale
9193,u29088cc6,665.6,sale
9194,u3bf38754,11.69,refund
9195,u7ab7e73f,451.82,refund
9196,ub9759455,192.16,sale
9197,udf0c69c9,400.09,sale
9198,ubb100a0a,592.47,sale
9199,u0fd6d41a,579.06,refund
9200,ue3e74df6,824.75,sale
9201,u823d7547,592.64,sale
9202,u61a34106,672.6,sale
9203,u73204df9,939.85,refund
9204,ua37b3e7c,516.34,sale
9205,udbddc51c,729.11,refund
9206,u07540025,964.68,sale
9207,u8f71040d,379.34,refund
9208,u3ceb460c,135.53,sale
9209,ubaf4a6ea,81.45,sale
9210,u110df34d,414.53,refund
9211,uf9ca7ee4,535.4,sale
9212,u2e2ebba5,171.62,refund
9213,uda75f406,548.66,sale
9214,ub533b418,872.59,refund
9215,u95adf29e,833.33,sale
9216,u5d4a494e,369.5,sale
9217,uea723d98,86.47,sale
9218,uf3b243f5,309.88,refund
9219,u2446d3dc,457.84,refund
9220,u8bf292e7,266.12,refund
9221,udf77d7d2,319.85,refund
9222,u4f2f5a7a,925.81,refund
9223,uc83d1989,327.15,refund
9224,uebc22891,261.64,refund
9225,u5380943a,731.64,sale
9226,ub3a2cbac,69.0,refund
9227,u996cbf0a,423.8,refund
9228,udea079b0,2.16,refund
9229,ub437d03b,576.35,refund
9230,ucf8b16df,928.56,sale
9231,u93b116a0,277.98,sale
9232,uc9c26969,646.77,sale
9233,ub9bc978b,584.0,sale
9234,u8609dc2a,512.73,refund
9235,uf14e2ca0,666.92,refund
9236,u7fb606a5,556.59,sale
9237,u81acebd2,53.16,sale
9238,u472263eb,931.5,sale
9239,u5a99416e,167.04,refund
9240,u0c6b05a3,12.49,sale
9241,u9e726669,736.83,refund
9242,u039633a3,349.29,refund
9243,u5684b618,568.75,sale
9244,u80817edc,867.25,refund
9245,u9c1281eb,394.16,sale
9246,ua9400e8d,901.32,sale
9247,ub4ae67bc,402.26,refund
9248,ude24643c,412.44,refund
9249,u34063ba6,913.84,sale
9250,ub3d087ba,988.62,sale
9251,u8cdcdef3,965.05,sale
9252,u9bff90d5,2.9,refund
9253,u1684b501,40.2,refund
9254,uf121fd4f,243.99,sale
9255,uca313f7d,119.11,sale
9256,u52971f56,59.65,sale
9257,u8c48244f,544.21,sale
9258,ud337d750,882.73,refund
9259,ub1b5f0c9,665.38,refund
9260,u8435fdc6,879.74,refund
9261,u5f59ab00,192.86,sale
9262,u6ea95c47,36.26,refund
9263,uc2ee6625,131.46,sale
9264,ub2b7c1aa,345.3,sale
9265,u1cee01e0,374.68,sale
9266,u08c8b62e,374.47,sale
9267,u96fdfb18,272.71,sale
9268,ufd96ef0c,766.37,sale
9269,u56a4847d,749.13,refund
9270,u342f4327,607.17,refund
9271,uab3f3897,657.16,refund
9272,u9756ae2c,57.03,refund
9273,uc9d96a7e,298.28,sale
9274,ubcb5fb4b,302.42,sale
9275,u95ec1aab,534.12,sale
9276,u3f7d10ee,730.33,refund
9277,u15ade956,179.33,sale
9278,uaa23a889,460.53,refund
9279,uf227a3fe,698.69,refund
9280,ud047612f,423.3,refund
9281,u1ac40547,587.7,sale
9282,u87a80ddf,251.36,sale
9283,u2e7ce2c6,156.85,sale
9284,u6592605b,370.57,sale
9285,u14a8aa99,110.06,sale
9286,ua7a9f903,253.72,refund
9287,u8ca16634,676.53,refund
9288,ufe3614c1,255.35,sale
9289,uc3a42305,95.29,refund
9290,u07996286,801.51,sale
9291,uc0ec8e7d,810.25,sale
9292,u5d247043,31.39,sale
9293,u5efdf0b4,115.6,sale
9294,u4c7c9204,487.22,refund
9295,u73bb2624,188.93,refund
9296,ue809cca3,323.58,refund
9297,ucdd98dda,480.76,refund
9298,u664d90db,523.87,refund
9299,udb58c355,762.07,sale
9300,u2572afbf,469.17,sale
9301,u27816ed3,29.34,refund
9302,uf8b49e2a,307.13,refund
9303,uaf2de2b7,642.36,refund
9304,u884057c3,660.13,refund
9305,u1ccba214,266.91,refund
9306,ub663feb9,29.15,sale
9307,u9be83f3f,676.3,sale
9308,uc22bfc3c,343.49,sale
9309,u195b7802,931.62,sale
9310,u9af485ff,229.61,sale
9311,u46b08b27,242.0,refund
9312,u2798a9ad,7.84,refund
9313,ua7d4df0b,917.66,sale
9314,uc1d79cfb,112.73,sale
9315,u4457963d,985.69,sale
9316,u49961550,482.19,refund
9317,u142741e1,921.13,refund
9318,ua6aff59b,772.67,refund
9319,u1f1089d5,968.47,refund
9320,u22556418,394.64,sale
9321,u3a8a2408,58.42,refund
9322,u8bfeb158,236.58,refund
9323,ufc2775f1,324.92,refund
9324,u980fef12,954.36,sale
9325,u542f20e9,39.13,sale
9326,u989e5bf4,941.85,sale
9327,ud7e18622,943.89,sale
9328,uc3e1c209,500.62,refund
9329,u8eb800d6,377.21,sale
9330,u25422d49,490.87,sale
9331,uabfceec8,597.31,refund
9332,u0d655195,872.79,sale
9333,u6f7be2d2,43.59,sale
9334,u62884327,646.14,refund
9335,u9acdb04f,530.02,sale
9336,u4e84ce2e,207.13,sale
9337,u07103bef,873.08,refund
9338,u2d51c570,354.91,sale
9339,u7df19d6c,765.88,refund
9340,u54f88ad0,42.84,sale
9341,u9b78e3e9,140.87,refund
9342,u9bcc75d8,13.38,refund
9343,u2deaec98,196.24,sale
9344,u86245bf9,173.01,sale
9345,u14138740,799.39,sale
9346,ua2ae08bf,811.26,sale
9347,u00b58082,34.29,refund
9348,uf32a8bf9,675.84,sale
9349,u83112bc9,438.49,refund
9350,u541b68d8,520.65,sale
9351,u9afb0b89,638.5,refund
9352,udb6bbf06,760.45,sale
9353,u67e4bf52,542.43,refund
9354,u762dde3b,321.47,refund
9355,u9bfe59b1,284.6,refund
9356,udfd5440c,15.17,sale
9357,u578ab3a4,266.73,sale
9358,u7f9178db,519.74,refund
9359,u872f1281,68.43,sale
9360,u505952bb,823.78,refund
9361,u248d49e3,602.5,sale
9362,u10e0b0d3,296.51,sale
9363,ub12276f6,905.06,refund
9364,uffb13535,563.56,sale
9365,ued4955fc,524.87,refund
9366,ue020edd4,891.97,sale
9367,ua025efee,552.42,refund
9368,ud639159e,282.32,refund
9369,u6f3245ff,867.27,sale
9370,uc416612e,955.06,refund
9371,u15d5fc9d,3.46,refund
9372,u3f05f8ef,347.16,refund
9373,ua14542a5,205.81,sale
9374,u70b52710,653.74,sale
9375,u4da24b52,509.9,refund
9376,ufb3a4cd1,97.72,sale
9377,u7d0f78f5,296.71,refund
9378,ueae11200,198.24,refund
9379,u110c94d3,348.79,refund
9380,uc09d0d82,401.44,sale
9381,u42ef5aca,186.56,sale
9382,u72b1331d,399.91,sale
9383,uc81c39fc,405.41,sale
9384,u242a92cb,400.64,sale
9385,u377cd293,449.15,sale
9386,u1e50e94e,593.79,sale
9387,u4ca12f63,858.38,refund
9388,ue3f39eb2,839.11,sale
9389,ufb4589bb,82.01,refund
9390,u539cd4aa,749.5,refund
9391,u939534d5,842.4,refund
9392,u329b7045,869.61,refund
9393,ub66a9574,441.58,sale
9394,ue52731fd,345.02,sale
9395,ua6692641,851.19,refund
9396,uc7396076,732.99,refund
9397,ub7dd158b,247.41,sale
9398,ue2ce12e9,879.23,sale
9399,ube8c27bc,534.6,refund
9400,ue87f27c4,379.33,refund
9401,u235af9fd,693.05,sale
9402,u746ffa04,959.97,refund
9403,u2e209962,210.8,sale
9404,u1a424af0,279.13,sale
9405,u797fea10,908.74,refund
9406,u3c633f00,796.98,refund
9407,u0353c95c,644.48,sale
9408,u29ad37df,192.72,sale
9409,u0e3331b6,291.49,refund
9410,u0eddf06b,961.23,refund
9411,u8ccf881c,241.55,sale
9412,uc5f0ae42,453.56,refund
9413,u76b2e7ac,821.7,refund
9414,udb74c3ec,53.92,refund
9415,u5263ef50,65.86,sale
9416,ue394b78e,101.8,refund
9417,u79fd507a,703.63,refund
9418,ud3f2a950,800.07,refund
9419,u83f4a100,93.14,refund
9420,u999f7ff6,540.07,sale
9421,u0f44e5c4,678.65,sale
9422,ucdbb424c,874.17,refund
9423,uc2eed961,526.0,refund
9424,ue039df66,220.02,sale
9425,uc35df870,898.71,sale
9426,u7dd57e1b,292.35,sale
9427,u57ff6595,509.11,sale
9428,ub147b34c,844.53,refund
9429,uf9c56f66,901.92,sale
9430,u3afa6dd6,868.58,sale
9431,uddc498ec,114.54,refund
9432,u9add0d90,846.3,refund
9433,udf3d66bf,821.51,sale
9434,uada14066,263.41,refund
9435,u4e57425b,847.56,refund
9436,ue62477c0,893.45,sale
9437,u8d7d3198,887.57,sale
9438,u3e050ed0,23.89,refund
9439,uada0bace,503.42,refund
9440,u67a0ba86,374.15,refund
9441,u0dacec81,338.95,sale
9442,u6aeb4312,965.82,sale
9443,ud0ff3576,90.98,sale
9444,uba59d5d2,163.2,refund
9445,u45f32677,463.23,sale
9446,ubcab1203,147.52,refund
9447,u1911e8fb,748.78,refund
9448,u4c267ed3,860.02,refund
9449,u84e8f436,770.85,refund
9450,ua62fdbe6,398.74,refund
9451,ub27036ae,874.21,refund
9452,u851e6be3,333.51,sale
9453,u28ed8316,115.58,refund
9454,ubbf1e3ba,471.45,refund
9455,ub97497aa,999.58,refund
9456,u0706ac1a,598.37,sale
9457,u2df3a4d4,607.37,refund
9458,u780fc72c,273.32,sale
9459,u4abe985c,191.33,sale
9460,u42bcea4a,112.95,sale
9461,u570194e2,822.23,sale
9462,ubae9f587,616.05,refund
9463,ua7a43646,562.97,refund
9464,u0ae93866,114.91,sale
9465,u91881697,298.63,sale
9466,u212947b4,815.97,refund
9467,ua52b1659,462.97,refund
9468,u51593a8d,881.23,sale
9469,u3c8a7ed5,260.68,refund
9470,u3a432e34,911.42,refund
9471,u92ebb5b4,428.71,sale
9472,u64986ad1,924.62,sale
9473,u98c65deb,613.78,sale
9474,u892a450a,118.46,sale
9475,u34b5f34b,502.45,refund
9476,u5b6494ff,264.26,refund
9477,u51ebad99,293.95,sale
9478,u6679a4da,299.99,refund
9479,u6adf4a3f,409.02,refund
9480,u2371b87b,253.14,refund
9481,u9dc1cb98,245.04,refund
9482,u4508c672,561.76,sale
9483,uf1e5a89b,486.75,refund
9484,ud45df0ee,442.95,refund
9485,u6454a720,668.95,refund
9486,u7aa9b6ba,194.97,sale
9487,u47545284,731.79,refund
9488,u9da92453,305.67,refund
9489,udbf94157,896.45,refund
9490,u73c6d70f,365.29,sale
9491,ub2f084fc,755.95,refund
9492,u99acfd27,946.95,refund
9493,u90dfa39f,742.07,sale
9494,ub0e8f1cf,443.68,sale
9495,uae5cf712,881.12,sale
9496,u2b2498b7,934.57,refund
9497,u03de00a6,80.21,refund
9498,ufb9f1e1f,600.98,refund
9499,ua545d852,331.84,sale
9500,u319543ca,727.71,refund
9501,u6dfcdd0c,664.08,sale
9502,u32ecc832,739.35,refund
9503,ufd279081,276.83,refund
9504,ub35bd75f,465.47,sale
9505,uc190eb84,853.27,sale
9506,u203a6683,384.04,sale
9507,u36acb05c,888.33,refund
9508,ua1dbe709,961.64,refund
9509,ufa889f8b,505.74,sale
9510,ue493ca0c,438.5,refund
9511,ue544d379,677.98,refund
9512,u121ef623,610.9,sale
9513,ub358ca0e,337.67,refund
9514,u91568fd7,922.46,sale
9515,uac318bc9,936.26,sale
9516,u82fd8bab,693.82,sale
9517,uf0c12fda,850.09,refund
9518,u06715f3b,118.7,sale
9519,u7384f6b7,74.58,sale
9520,u0e798c03,183.3,sale
9521,u07d4b155,64.64,refund
9522,u1091e615,542.69,refund
9523,u79a35621,81.51,refund
9524,u0ef14c1a,677.64,refund
9525,u33e38ce3,225.85,refund
9526,uce0487d8,425.3,sale
9527,u605fe901,39.95,refund
9528,uc0ddd7b4,596.55,refund
9529,ub7845ba1,78.86,sale
9530,ue67447cb,404.82,refund
9531,uebd363a7,157.51,refund
9532,uf279c591,111.99,refund
9533,uaaa21c93,443.41,refund
9534,u38a382a2,82.5,sale
9535,ucfc3a43b,118.27,sale
9536,u115e6ceb,615.22,refund
9537,u5c662ed6,654.21,refund
9538,u163d3520,462.83,refund
9539,ud758d1f2,693.98,sale
9540,u27a466a2,133.32,refund
9541,u4e6fa8fc,290.29,sale
9542,u2d5bab8b,588.58,refund
9543,u24827457,919.92,sale
9544,ufa885435,869.68,sale
9545,uadd1bcfa,387.74,sale
9546,uf2bda25e,934.57,refund
9547,u1d929003,735.37,refund
9548,uf14e8f99,57.07,refund
9549,u005d661b,613.27,refund
9550,ud1132a89,371.7,sale
9551,u3093c11d,737.43,sale
9552,u898c4a03,793.11,sale
9553,u719a0f51,232.97,refund
9554,ue3ab5d57,833.67,sale
9555,u866f006a,454.85,refund
9556,uebe9db47,421.06,refund
9557,u96dcd10b,396.37,sale
9558,u42632b9c,502.94,refund
9559,u16ed1d4f,78.49,sale
9560,u6abeeb98,585.17,sale
9561,ud71d2dfb,197.23,sale
9562,u9176f4b6,319.38,sale
9563,u659b8b38,571.24,refund
9564,u4ce2fecb,951.05,refund
9565,u2f9b9723,32.27,refund
9566,u91751491,716.26,refund
9567,u2b12833a,512.75,refund
9568,ua30bab8b,985.83,refund
9569,u5ff54d1b,30.71,refund
9570,ua1d25325,966.38,sale
9571,u632b9f33,176.83,sale
9572,ucfd82977,623.93,sale
9573,uae4739b2,614.27,refund
9574,ueea31fe0,608.21,sale
9575,uaa873559,885.66,refund
9576,ud9b88c38,614.35,refund
9577,u0de21ebc,797.91,sale
9578,uac8fe958,411.47,refund
9579,u8871bf8d,73.35,sale
9580,u8890bb36,276.42,refund
9581,uf5f14f82,243.99,sale
9582,u8bb662ee,721.06,sale
9583,u69df8a8d,681.71,sale
9584,ua44de56a,148.95,refund
9585,u98164246,75.88,sale
9586,u6bc0f363,988.96,refund
9587,u7a055718,187.28,sale
